series_id,series_uuid,series_name,start_date,end_date,ingest_date,reading_type_name,reading_type_id,unit_of_measure,unit_of_mesasure_id,value
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-09T06:41:22.663837Z,2025-12-09T07:41:22.663837Z,2025-12-09T07:44:35.663837Z,Active Power,2,kW,2,6.728283818737536
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-08T18:04:16.663837Z,2025-12-08T19:04:16.663837Z,2025-12-08T19:05:58.663837Z,Active Power,2,kW,2,9.682068759363867
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-08T22:51:48.663837Z,2025-12-08T23:51:48.663837Z,2025-12-08T23:56:21.663837Z,Current,4,A,4,23.87162962049207
24,cbe7b26e-e5ec-43c8-9cc3-2a2839ce2152,amazing-macaque-sturdy-d,2025-12-09T02:08:32.663837Z,2025-12-09T03:08:32.663837Z,2025-12-09T03:11:04.663837Z,Voltage,3,V,3,248.21254870716967
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-08T20:45:40.663837Z,2025-12-08T21:45:40.663837Z,2025-12-08T21:48:20.663837Z,Active Energy Import,1,kWh,1,3.4986684248785864
23,7ea2dc57-340e-4c75-a338-d5230c677f7e,manipulative-nautilus-ac,2025-12-09T15:08:27.663837Z,2025-12-09T16:08:27.663837Z,2025-12-09T16:08:58.663837Z,Current,4,A,4,23.340931081905598
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-08T20:19:21.663837Z,2025-12-08T21:19:21.663837Z,2025-12-08T21:20:17.663837Z,Active Energy Import,1,kWh,1,2.218392758308529
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-08T21:04:16.663837Z,2025-12-08T22:04:16.663837Z,2025-12-08T22:04:31.663837Z,Active Power,2,kW,2,0.50578510662873
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-08T23:54:04.663837Z,2025-12-09T00:54:04.663837Z,2025-12-09T00:56:40.663837Z,Active Power,2,kW,2,8.444283886858834
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-09T14:31:40.663837Z,2025-12-09T15:31:40.663837Z,2025-12-09T15:33:06.663837Z,Voltage,3,V,3,248.1115758511843
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-10T09:07:06.663837Z,2025-12-10T10:07:06.663837Z,2025-12-10T10:10:45.663837Z,Voltage,3,V,3,236.2949265789009
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-09T11:33:57.663837Z,2025-12-09T12:33:57.663837Z,2025-12-09T12:38:32.663837Z,Active Power,2,kW,2,0.07823107152157949
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-10T04:31:40.663837Z,2025-12-10T05:31:40.663837Z,2025-12-10T05:36:32.663837Z,Voltage,3,V,3,214.710439819627
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-08T21:31:40.663837Z,2025-12-08T22:31:40.663837Z,2025-12-08T22:35:02.663837Z,Voltage,3,V,3,223.56146513632643
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-10T04:54:04.663837Z,2025-12-10T05:54:04.663837Z,2025-12-10T05:56:02.663837Z,Active Power,2,kW,2,8.167032558555006
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-10T00:58:24.663837Z,2025-12-10T01:58:24.663837Z,2025-12-10T02:00:20.663837Z,Active Energy Import,1,kWh,1,2.3251699171761038
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-09T16:28:34.663837Z,2025-12-09T17:28:34.663837Z,2025-12-09T17:31:23.663837Z,Active Energy Import,1,kWh,1,4.348008416170343
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-10T00:07:06.663837Z,2025-12-10T01:07:06.663837Z,2025-12-10T01:09:51.663837Z,Voltage,3,V,3,212.2866109162993
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-10T04:41:22.663837Z,2025-12-10T05:41:22.663837Z,2025-12-10T05:44:35.663837Z,Active Power,2,kW,2,5.444658614821449
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T02:04:16.663837Z,2025-12-09T03:04:16.663837Z,2025-12-09T03:06:11.663837Z,Active Power,2,kW,2,8.13052981121059
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-10T05:59:27.663837Z,2025-12-10T06:59:27.663837Z,2025-12-10T07:02:07.663837Z,Active Energy Import,1,kWh,1,3.07214139154099
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-10T05:31:40.663837Z,2025-12-10T06:31:40.663837Z,2025-12-10T06:33:58.663837Z,Voltage,3,V,3,238.16151244827304
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-10T02:45:40.663837Z,2025-12-10T03:45:40.663837Z,2025-12-10T03:50:26.663837Z,Active Energy Import,1,kWh,1,0.6550661447522327
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T05:04:16.663837Z,2025-12-09T06:04:16.663837Z,2025-12-09T06:04:22.663837Z,Active Power,2,kW,2,2.77274845975683
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-09T05:51:44.663837Z,2025-12-09T06:51:44.663837Z,2025-12-09T06:56:09.663837Z,Active Power,2,kW,2,3.9967838436006087
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T21:04:16.663837Z,2025-12-09T22:04:16.663837Z,2025-12-09T22:04:36.663837Z,Active Power,2,kW,2,0.6082540749450582
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-09T03:55:57.663837Z,2025-12-09T04:55:57.663837Z,2025-12-09T05:00:21.663837Z,Current,4,A,4,15.379299063298596
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-09T20:28:34.663837Z,2025-12-09T21:28:34.663837Z,2025-12-09T21:32:41.663837Z,Active Energy Import,1,kWh,1,3.526139405125013
24,cbe7b26e-e5ec-43c8-9cc3-2a2839ce2152,amazing-macaque-sturdy-d,2025-12-08T22:08:32.663837Z,2025-12-08T23:08:32.663837Z,2025-12-08T23:13:30.663837Z,Voltage,3,V,3,237.06488983130183
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-08T19:52:45.663837Z,2025-12-08T20:52:45.663837Z,2025-12-08T20:53:12.663837Z,Active Energy Import,1,kWh,1,3.6486589334690893
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T03:46:04.663837Z,2025-12-09T04:46:04.663837Z,2025-12-09T04:46:37.663837Z,Active Power,2,kW,2,0.07687085899882873
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-09T14:05:53.663837Z,2025-12-09T15:05:53.663837Z,2025-12-09T15:07:00.663837Z,Active Power,2,kW,2,4.564618254701726
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-10T07:19:21.663837Z,2025-12-10T08:19:21.663837Z,2025-12-10T08:23:11.663837Z,Active Energy Import,1,kWh,1,0.16682265622816217
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-09T00:56:21.663837Z,2025-12-09T01:56:21.663837Z,2025-12-09T02:00:25.663837Z,Voltage,3,V,3,220.9134832599197
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-08T16:45:40.663837Z,2025-12-08T17:45:40.663837Z,2025-12-08T17:46:21.663837Z,Active Energy Import,1,kWh,1,0.29819019756923526
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-09T03:41:22.663837Z,2025-12-09T04:41:22.663837Z,2025-12-09T04:46:12.663837Z,Active Power,2,kW,2,3.657750494055664
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-08T23:19:21.663837Z,2025-12-09T00:19:21.663837Z,2025-12-09T00:19:54.663837Z,Active Energy Import,1,kWh,1,1.466838879826044
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-09T00:03:12.663837Z,2025-12-09T01:03:12.663837Z,2025-12-09T01:04:15.663837Z,Active Energy Import,1,kWh,1,3.408551845132874
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-10T03:54:04.663837Z,2025-12-10T04:54:04.663837Z,2025-12-10T04:57:52.663837Z,Active Power,2,kW,2,0.9171356965909339
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-09T22:03:12.663837Z,2025-12-09T23:03:12.663837Z,2025-12-09T23:07:47.663837Z,Active Energy Import,1,kWh,1,4.362165205426287
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-10T12:56:21.663837Z,2025-12-10T13:56:21.663837Z,2025-12-10T13:57:42.663837Z,Voltage,3,V,3,216.5814862633102
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-09T13:07:06.663837Z,2025-12-09T14:07:06.663837Z,2025-12-09T14:09:12.663837Z,Voltage,3,V,3,216.65244442415656
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-10T08:28:34.663837Z,2025-12-10T09:28:34.663837Z,2025-12-10T09:33:12.663837Z,Active Energy Import,1,kWh,1,1.9000469876132753
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T00:04:16.663837Z,2025-12-09T01:04:16.663837Z,2025-12-09T01:06:06.663837Z,Active Power,2,kW,2,0.686101528243559
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-09T11:56:21.663837Z,2025-12-09T12:56:21.663837Z,2025-12-09T13:00:30.663837Z,Voltage,3,V,3,222.9440668034033
8,715bd6f9-b0af-42e9-a5ea-d37e23e2c042,ebony-cockle-resourceful,2025-12-10T06:15:09.663837Z,2025-12-10T07:15:09.663837Z,2025-12-10T07:16:48.663837Z,Active Energy Import,1,kWh,1,0.9577048650527237
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T00:46:04.663837Z,2025-12-10T01:46:04.663837Z,2025-12-10T01:49:02.663837Z,Active Power,2,kW,2,2.2157205889425136
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-10T08:55:57.663837Z,2025-12-10T09:55:57.663837Z,2025-12-10T09:57:34.663837Z,Current,4,A,4,38.04677254384537
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-10T01:07:06.663837Z,2025-12-10T02:07:06.663837Z,2025-12-10T02:11:15.663837Z,Voltage,3,V,3,230.11401531678055
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T03:04:16.663837Z,2025-12-09T04:04:16.663837Z,2025-12-09T04:06:20.663837Z,Active Power,2,kW,2,3.2855955343223044
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T08:45:40.663837Z,2025-12-09T09:45:40.663837Z,2025-12-09T09:49:28.663837Z,Active Energy Import,1,kWh,1,3.1739235972704343
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-10T11:03:12.663837Z,2025-12-10T12:03:12.663837Z,2025-12-10T12:03:53.663837Z,Active Energy Import,1,kWh,1,2.5707805990429455
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T10:46:04.663837Z,2025-12-09T11:46:04.663837Z,2025-12-09T11:48:06.663837Z,Active Power,2,kW,2,5.002623465562132
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-10T00:28:34.663837Z,2025-12-10T01:28:34.663837Z,2025-12-10T01:31:28.663837Z,Active Energy Import,1,kWh,1,4.348501566811077
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-10T06:52:45.663837Z,2025-12-10T07:52:45.663837Z,2025-12-10T07:56:26.663837Z,Active Energy Import,1,kWh,1,2.982045153659869
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-09T10:28:34.663837Z,2025-12-09T11:28:34.663837Z,2025-12-09T11:28:40.663837Z,Active Energy Import,1,kWh,1,1.4141949164141332
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-09T15:41:22.663837Z,2025-12-09T16:41:22.663837Z,2025-12-09T16:41:46.663837Z,Active Power,2,kW,2,3.043645843560052
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-10T05:05:53.663837Z,2025-12-10T06:05:53.663837Z,2025-12-10T06:06:39.663837Z,Active Power,2,kW,2,1.3837406151615572
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T09:46:04.663837Z,2025-12-09T10:46:04.663837Z,2025-12-09T10:49:23.663837Z,Active Power,2,kW,2,5.325823478674238
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T07:19:21.663837Z,2025-12-09T08:19:21.663837Z,2025-12-09T08:20:39.663837Z,Active Energy Import,1,kWh,1,1.1609422214757614
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T04:45:40.663837Z,2025-12-09T05:45:40.663837Z,2025-12-09T05:48:02.663837Z,Active Energy Import,1,kWh,1,2.881234923013734
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-09T10:38:58.663837Z,2025-12-09T11:38:58.663837Z,2025-12-09T11:40:16.663837Z,Current,4,A,4,11.650879511010315
25,d3b99682-d478-4d6f-9a57-ac32627e471c,charming-salmon-alluring,2025-12-09T14:56:21.663837Z,2025-12-09T15:56:21.663837Z,2025-12-09T15:58:42.663837Z,Voltage,3,V,3,248.1613929061965
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T22:54:04.663837Z,2025-12-09T23:54:04.663837Z,2025-12-09T23:55:01.663837Z,Active Power,2,kW,2,7.114009771190007
24,cbe7b26e-e5ec-43c8-9cc3-2a2839ce2152,amazing-macaque-sturdy-d,2025-12-08T23:08:32.663837Z,2025-12-09T00:08:32.663837Z,2025-12-09T00:11:51.663837Z,Voltage,3,V,3,245.83041846160904
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-10T05:52:45.663837Z,2025-12-10T06:52:45.663837Z,2025-12-10T06:54:11.663837Z,Active Energy Import,1,kWh,1,3.9603968218148204
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T03:19:21.663837Z,2025-12-09T04:19:21.663837Z,2025-12-09T04:20:58.663837Z,Active Energy Import,1,kWh,1,0.8499182453404869
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-09T16:52:45.663837Z,2025-12-09T17:52:45.663837Z,2025-12-09T17:56:15.663837Z,Active Energy Import,1,kWh,1,1.3387043798785137
20,58f98d07-ed02-4afb-afca-285914108982,sandy-dugong-just-squirr,2025-12-08T16:31:40.663837Z,2025-12-08T17:31:40.663837Z,2025-12-08T17:34:11.663837Z,Voltage,3,V,3,224.27896704141455
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-09T20:38:58.663837Z,2025-12-09T21:38:58.663837Z,2025-12-09T21:42:14.663837Z,Current,4,A,4,10.14601044276851
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-09T15:07:54.663837Z,2025-12-09T16:07:54.663837Z,2025-12-09T16:12:44.663837Z,Active Energy Import,1,kWh,1,0.131269157267917
6,dc3631b9-1f85-4689-bd12-5c399dcc05d6,beryl-dormouse-rich-phea,2025-12-10T00:05:53.663837Z,2025-12-10T01:05:53.663837Z,2025-12-10T01:10:24.663837Z,Active Power,2,kW,2,4.845970170702668
1,cb345846-7a9d-4e68-ac49-ff10ea7e597c,noisy-civet-wise-wolf-ea,2025-12-09T11:52:45.663837Z,2025-12-09T12:52:45.663837Z,2025-12-09T12:56:04.663837Z,Active Energy Import,1,kWh,1,1.34973913392139
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-10T05:19:21.663837Z,2025-12-10T06:19:21.663837Z,2025-12-10T06:20:36.663837Z,Active Energy Import,1,kWh,1,3.1412405184344916
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T16:19:21.663837Z,2025-12-09T17:19:21.663837Z,2025-12-09T17:21:07.663837Z,Active Energy Import,1,kWh,1,4.996867827500896
11,ad41d5b8-7705-43b9-a904-94c6b4dc9e5c,vehement-cuscus-dazzling,2025-12-09T08:28:34.663837Z,2025-12-09T09:28:34.663837Z,2025-12-09T09:32:11.663837Z,Active Energy Import,1,kWh,1,1.6993762155714776
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-09T11:53:11.663837Z,2025-12-09T12:53:11.663837Z,2025-12-09T12:56:50.663837Z,Active Power,2,kW,2,2.4827028038118657
9,c3ec0f1e-faa7-4604-8728-02ffbd377578,enlightened-hippo-infrar,2025-12-10T11:51:48.663837Z,2025-12-10T12:51:48.663837Z,2025-12-10T12:53:34.663837Z,Current,4,A,4,17.005558644168467
23,7ea2dc57-340e-4c75-a338-d5230c677f7e,manipulative-nautilus-ac,2025-12-10T01:08:27.663837Z,2025-12-10T02:08:27.663837Z,2025-12-10T02:12:57.663837Z,Current,4,A,4,8.293668198849788
17,613be624-235c-4fd2-94f0-4a1400ce1530,attentive-chicken-fresh,2025-12-10T01:55:57.663837Z,2025-12-10T02:55:57.663837Z,2025-12-10T02:59:22.663837Z,Current,4,A,4,5.1580663308624075
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-09T17:46:04.663837Z,2025-12-09T18:46:04.663837Z,2025-12-09T18:49:36.663837Z,Active Power,2,kW,2,0.2085655902474881
15,901c7b14-f438-4763-9a4b-839e5ae0ef47,quirky-nightingale-succe,2025-12-08T22:07:54.663837Z,2025-12-08T23:07:54.663837Z,2025-12-08T23:12:01.663837Z,Active Energy Import,1,kWh,1,0.33566654068323876
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-09T02:53:11.663837Z,2025-12-09T03:53:11.663837Z,2025-12-09T03:55:59.663837Z,Active Power,2,kW,2,7.341997548045468
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-08T18:53:11.663837Z,2025-12-08T19:53:11.663837Z,2025-12-08T19:57:55.663837Z,Active Power,2,kW,2,2.896716568016058
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-10T03:58:24.663837Z,2025-12-10T04:58:24.663837Z,2025-12-10T04:59:27.663837Z,Active Energy Import,1,kWh,1,3.888959430877163
22,775a8f35-a841-4224-8e9b-e41791a8917b,azure-tuna-benevolent-le,2025-12-08T16:53:11.663837Z,2025-12-08T17:53:11.663837Z,2025-12-08T17:58:08.663837Z,Active Power,2,kW,2,4.1658678366324615
7,7ec388ab-ef57-4cd0-8166-24bca0f9352d,winged-chital-fascinatin,2025-12-09T09:58:24.663837Z,2025-12-09T10:58:24.663837Z,2025-12-09T11:02:25.663837Z,Active Energy Import,1,kWh,1,0.9086451325671607
12,6b744945-305e-450c-9bb8-55708a02b43b,delightful-numbat-therap,2025-12-09T18:19:21.663837Z,2025-12-09T19:19:21.663837Z,2025-12-09T19:22:41.663837Z,Active Energy Import,1,kWh,1,2.8596134617536944
5,562d78d0-9a63-4283-a55b-fe97f393afe5,imposing-ibis-thick-unic,2025-12-08T17:51:44.663837Z,2025-12-08T18:51:44.663837Z,2025-12-08T18:52:01.663837Z,Active Power,2,kW,2,1.79360663418207
19,5c53ecb7-c068-4ded-819b-d25b04a961ee,daffodil-eagle-outgoing,2025-12-09T09:38:58.663837Z,2025-12-09T10:38:58.663837Z,2025-12-09T10:43:57.663837Z,Current,4,A,4,9.677525376839732
13,35c0fc0d-02da-498c-a6b5-43f530bd6f6d,grinning-dinosaur-romant,2025-12-09T02:41:22.663837Z,2025-12-09T03:41:22.663837Z,2025-12-09T03:44:50.663837Z,Active Power,2,kW,2,9.672697473000323
2,b4d8a596-2928-4ad7-b979-0355d497e87a,impossible-guppy-purple,2025-12-08T21:03:12.663837Z,2025-12-08T22:03:12.663837Z,2025-12-08T22:07:16.663837Z,Active Energy Import,1,kWh,1,2.645571725495685
18,407833b8-9e2c-4a0f-a9fa-0787b87cc227,solid-pigeon-versatile-f,2025-12-09T09:54:04.663837Z,2025-12-09T10:54:04.663837Z,2025-12-09T10:56:34.663837Z,Active Power,2,kW,2,7.52391165111486
16,8f374aae-88ea-4a4f-b17a-09a28bb5edd2,xanthic-curassow-rough-p,2025-12-10T02:46:04.663837Z,2025-12-10T03:46:04.663837Z,2025-12-10T03:47:07.663837Z,Active Power,2,kW,2,5.306048207726483
3,1dc76f88-c58c-41ed-930f-80249b26f147,skilled-mouse-married-pe,2025-12-10T04:07:06.663837Z,2025-12-10T05:07:06.663837Z,2025-12-10T05:08:46.663837Z,Voltage,3,V,3,212.74085330815169
14,51d4a3f0-bdeb-45b4-8d92-c2f412fbb544,jasper-quetzal-chubby-pa,2025-12-09T08:04:16.663837Z,2025-12-09T09:04:16.663837Z,2025-12-09T09:05:50.663837Z,Active Power,2,kW,2,1.0992634788943556
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T11:45:40.663837Z,2025-12-09T12:45:40.663837Z,2025-12-09T12:48:35.663837Z,Active Energy Import,1,kWh,1,1.6052912797828578
21,f6fdc037-53d7-4d3e-b26e-487c7210c280,vague-dugong-vagabond-ge,2025-12-09T08:59:27.663837Z,2025-12-09T09:59:27.663837Z,2025-12-09T09:59:45.663837Z,Active Energy Import,1,kWh,1,1.8044826222219106
10,6cbf975e-4fb3-4a99-8066-0a149d2c05ac,sceptical-gharial-soft-t,2025-12-09T09:45:40.663837Z,2025-12-09T10:45:40.663837Z,2025-12-09T10:49:56.663837Z,Active Energy Import,1,kWh,1,4.8452761803285185
4,c8a8e73a-b416-494e-94e1-7491b26841fe,classic-swallow-hallowed,2025-12-09T19:33:57.663837Z,2025-12-09T20:33:57.663837Z,2025-12-09T20:36:17.663837Z,Active Power,2,kW,2,5.054090580979872
