id,name,asOf,start,end,ingestedAt,quantity
2620,illegal-kakapo-paper,2026-03-27T19:53:48.046243Z,2026-03-27T18:53:48.046243Z,2026-03-27T19:53:48.046243Z,2026-03-27T19:58:46.046243Z,7.410067636172723
4979,beautiful-stoat-glos,2026-07-04T02:53:48.046243Z,2026-07-04T01:53:48.046243Z,2026-07-04T02:53:48.046243Z,2026-07-04T02:58:19.046243Z,29.124360444605745
581,eager-kingfisher-pom,2026-01-01T20:53:48.046243Z,2026-01-01T19:53:48.046243Z,2026-01-01T20:53:48.046243Z,2026-01-01T20:56:40.046243Z,71.96177228695672
7322,wealthy-rat-incredib,2026-10-09T17:53:48.046243Z,2026-10-09T16:53:48.046243Z,2026-10-09T17:53:48.046243Z,2026-10-09T17:57:03.046243Z,18.85211528072489
2045,fluffy-kakapo-macho,2026-03-03T20:53:48.046243Z,2026-03-03T19:53:48.046243Z,2026-03-03T20:53:48.046243Z,2026-03-03T20:57:44.046243Z,0.9249660012028094
6356,mauve-shellfish-past,2026-08-30T11:53:48.046243Z,2026-08-30T10:53:48.046243Z,2026-08-30T11:53:48.046243Z,2026-08-30T11:54:55.046243Z,20.933783206517486
7629,astute-armadillo-fla,2026-10-22T12:53:48.046243Z,2026-10-22T11:53:48.046243Z,2026-10-22T12:53:48.046243Z,2026-10-22T12:56:36.046243Z,88.49876475770793
3894,fantastic-iguana-hug,2026-05-19T21:53:48.046243Z,2026-05-19T20:53:48.046243Z,2026-05-19T21:53:48.046243Z,2026-05-19T21:58:27.046243Z,82.8255733097684
1390,provocative-lyrebird,2026-02-04T13:53:48.046243Z,2026-02-04T12:53:48.046243Z,2026-02-04T13:53:48.046243Z,2026-02-04T13:56:07.046243Z,56.392742691061045
2912,proficient-lemur-qua,2026-04-08T23:53:48.046243Z,2026-04-08T22:53:48.046243Z,2026-04-08T23:53:48.046243Z,2026-04-08T23:58:25.046243Z,16.66638609926122
7953,adept-hamster-urban,2026-11-05T00:53:48.046243Z,2026-11-04T23:53:48.046243Z,2026-11-05T00:53:48.046243Z,2026-11-05T00:55:39.046243Z,76.67237281829769
6767,adamant-rat-juicy-bo,2026-09-16T14:53:48.046243Z,2026-09-16T13:53:48.046243Z,2026-09-16T14:53:48.046243Z,2026-09-16T14:56:51.046243Z,78.63396142482456
583,lush-tiger-graceful,2026-01-01T22:53:48.046243Z,2026-01-01T21:53:48.046243Z,2026-01-01T22:53:48.046243Z,2026-01-01T22:56:06.046243Z,45.96412293515404
1274,cyan-firefly-fuzzy-n,2026-01-30T17:53:48.046243Z,2026-01-30T16:53:48.046243Z,2026-01-30T17:53:48.046243Z,2026-01-30T17:54:42.046243Z,23.78858134899562
5955,olivine-chimpanzee-a,2026-08-13T18:53:48.046243Z,2026-08-13T17:53:48.046243Z,2026-08-13T18:53:48.046243Z,2026-08-13T18:58:12.046243Z,95.37548390753972
683,malachite-albatross,2026-01-06T02:53:48.046243Z,2026-01-06T01:53:48.046243Z,2026-01-06T02:53:48.046243Z,2026-01-06T02:55:01.046243Z,44.12072234733151
1433,hallowed-frog-resour,2026-02-06T08:53:48.046243Z,2026-02-06T07:53:48.046243Z,2026-02-06T08:53:48.046243Z,2026-02-06T08:58:26.046243Z,30.679890138198196
6060,wandering-fennec-woo,2026-08-18T03:53:48.046243Z,2026-08-18T02:53:48.046243Z,2026-08-18T03:53:48.046243Z,2026-08-18T03:54:52.046243Z,37.2045670766888
8409,placid-serval-meek-g,2026-11-24T00:53:48.046243Z,2026-11-23T23:53:48.046243Z,2026-11-24T00:53:48.046243Z,2026-11-24T00:58:32.046243Z,27.90286827185261
3968,infrared-zebra-russe,2026-05-22T23:53:48.046243Z,2026-05-22T22:53:48.046243Z,2026-05-22T23:53:48.046243Z,2026-05-22T23:56:15.046243Z,79.88336822689669
5375,cuddly-boar-elegant,2026-07-20T14:53:48.046243Z,2026-07-20T13:53:48.046243Z,2026-07-20T14:53:48.046243Z,2026-07-20T14:55:45.046243Z,2.2799627238015985
2723,sapphire-caracal-fie,2026-04-01T02:53:48.046243Z,2026-04-01T01:53:48.046243Z,2026-04-01T02:53:48.046243Z,2026-04-01T02:55:21.046243Z,39.948238668192396
8624,diamond-gorilla-clev,2026-12-02T23:53:48.046243Z,2026-12-02T22:53:48.046243Z,2026-12-02T23:53:48.046243Z,2026-12-02T23:55:49.046243Z,42.63078402628342
2494,belligerent-smilodon,2026-03-22T13:53:48.046243Z,2026-03-22T12:53:48.046243Z,2026-03-22T13:53:48.046243Z,2026-03-22T13:57:39.046243Z,14.414350139598364
3817,diligent-penguin-out,2026-05-16T16:53:48.046243Z,2026-05-16T15:53:48.046243Z,2026-05-16T16:53:48.046243Z,2026-05-16T16:54:51.046243Z,62.264222104060394
4144,smoky-chachalaca-abo,2026-05-30T07:53:48.046243Z,2026-05-30T06:53:48.046243Z,2026-05-30T07:53:48.046243Z,2026-05-30T07:55:19.046243Z,69.91810075367587
4228,evasive-beluga-illus,2026-06-02T19:53:48.046243Z,2026-06-02T18:53:48.046243Z,2026-06-02T19:53:48.046243Z,2026-06-02T19:55:36.046243Z,21.403825351130035
5392,magnificent-skua-rig,2026-07-21T07:53:48.046243Z,2026-07-21T06:53:48.046243Z,2026-07-21T07:53:48.046243Z,2026-07-21T07:55:23.046243Z,8.497800343090688
8671,economic-tarsier-yel,2026-12-04T22:53:48.046243Z,2026-12-04T21:53:48.046243Z,2026-12-04T22:53:48.046243Z,2026-12-04T22:57:56.046243Z,0.2617838660350924
6274,amber-griffin-keen-b,2026-08-27T01:53:48.046243Z,2026-08-27T00:53:48.046243Z,2026-08-27T01:53:48.046243Z,2026-08-27T01:55:09.046243Z,57.46755071141876
1828,nocturnal-agouti-che,2026-02-22T19:53:48.046243Z,2026-02-22T18:53:48.046243Z,2026-02-22T19:53:48.046243Z,2026-02-22T19:57:23.046243Z,9.086034720014602
6217,nimble-hamster-ortho,2026-08-24T16:53:48.046243Z,2026-08-24T15:53:48.046243Z,2026-08-24T16:53:48.046243Z,2026-08-24T16:54:23.046243Z,31.96726623910495
5156,sturdy-zebu-pastoral,2026-07-11T11:53:48.046243Z,2026-07-11T10:53:48.046243Z,2026-07-11T11:53:48.046243Z,2026-07-11T11:55:51.046243Z,47.99714799357883
7251,gifted-condor-giga-o,2026-10-06T18:53:48.046243Z,2026-10-06T17:53:48.046243Z,2026-10-06T18:53:48.046243Z,2026-10-06T18:57:59.046243Z,22.190632768477826
1879,stoic-lion-brawny-ho,2026-02-24T22:53:48.046243Z,2026-02-24T21:53:48.046243Z,2026-02-24T22:53:48.046243Z,2026-02-24T22:54:51.046243Z,72.44568637921077
3961,resilient-ape-jade-h,2026-05-22T16:53:48.046243Z,2026-05-22T15:53:48.046243Z,2026-05-22T16:53:48.046243Z,2026-05-22T16:56:41.046243Z,42.01788551151615
753,subtle-fossa-overjoy,2026-01-09T00:53:48.046243Z,2026-01-08T23:53:48.046243Z,2026-01-09T00:53:48.046243Z,2026-01-09T00:55:43.046243Z,94.749706172773
5083,handsome-roadrunner,2026-07-08T10:53:48.046243Z,2026-07-08T09:53:48.046243Z,2026-07-08T10:53:48.046243Z,2026-07-08T10:57:23.046243Z,35.363642905215166
2545,curious-crocodile-et,2026-03-24T16:53:48.046243Z,2026-03-24T15:53:48.046243Z,2026-03-24T16:53:48.046243Z,2026-03-24T16:58:37.046243Z,78.93407135544794
1528,sloppy-quetzal-obser,2026-02-10T07:53:48.046243Z,2026-02-10T06:53:48.046243Z,2026-02-10T07:53:48.046243Z,2026-02-10T07:57:49.046243Z,4.189448447591326
1610,merry-vulture-mindfu,2026-02-13T17:53:48.046243Z,2026-02-13T16:53:48.046243Z,2026-02-13T17:53:48.046243Z,2026-02-13T17:58:25.046243Z,81.0394858422414
7838,loyal-ostrich-manipu,2026-10-31T05:53:48.046243Z,2026-10-31T04:53:48.046243Z,2026-10-31T05:53:48.046243Z,2026-10-31T05:56:23.046243Z,38.39007162342093
1672,quartz-walrus-aloof,2026-02-16T07:53:48.046243Z,2026-02-16T06:53:48.046243Z,2026-02-16T07:53:48.046243Z,2026-02-16T07:54:19.046243Z,4.812374611992976
477,imperial-goldfish-pi,2025-12-28T12:53:48.046243Z,2025-12-28T11:53:48.046243Z,2025-12-28T12:53:48.046243Z,2025-12-28T12:55:54.046243Z,8.504489595250798
6952,zippy-porcupine-opti,2026-09-24T07:53:48.046243Z,2026-09-24T06:53:48.046243Z,2026-09-24T07:53:48.046243Z,2026-09-24T07:57:31.046243Z,59.87731854190956
2759,merry-tuna-refined-s,2026-04-02T14:53:48.046243Z,2026-04-02T13:53:48.046243Z,2026-04-02T14:53:48.046243Z,2026-04-02T14:55:28.046243Z,76.20620931056928
4980,grinning-seal-masked,2026-07-04T03:53:48.046243Z,2026-07-04T02:53:48.046243Z,2026-07-04T03:53:48.046243Z,2026-07-04T03:57:02.046243Z,23.31787103675754
2366,magic-sponge-vermili,2026-03-17T05:53:48.046243Z,2026-03-17T04:53:48.046243Z,2026-03-17T05:53:48.046243Z,2026-03-17T05:54:14.046243Z,25.870789330372844
7343,myrtle-kangaroo-amar,2026-10-10T14:53:48.046243Z,2026-10-10T13:53:48.046243Z,2026-10-10T14:53:48.046243Z,2026-10-10T14:58:45.046243Z,28.889964580013196
8707,ubiquitous-lemur-sep,2026-12-06T10:53:48.046243Z,2026-12-06T09:53:48.046243Z,2026-12-06T10:53:48.046243Z,2026-12-06T10:57:33.046243Z,46.03138470440522
6320,vigorous-dogfish-pom,2026-08-28T23:53:48.046243Z,2026-08-28T22:53:48.046243Z,2026-08-28T23:53:48.046243Z,2026-08-28T23:57:16.046243Z,30.903116783962126
3939,amorphous-camel-arch,2026-05-21T18:53:48.046243Z,2026-05-21T17:53:48.046243Z,2026-05-21T18:53:48.046243Z,2026-05-21T18:57:37.046243Z,85.1658499067046
6281,intelligent-ant-rati,2026-08-27T08:53:48.046243Z,2026-08-27T07:53:48.046243Z,2026-08-27T08:53:48.046243Z,2026-08-27T08:55:18.046243Z,9.523121700985183
1021,small-silkworm-adven,2026-01-20T04:53:48.046243Z,2026-01-20T03:53:48.046243Z,2026-01-20T04:53:48.046243Z,2026-01-20T04:58:31.046243Z,94.9394526938022
3917,spicy-smilodon-since,2026-05-20T20:53:48.046243Z,2026-05-20T19:53:48.046243Z,2026-05-20T20:53:48.046243Z,2026-05-20T20:55:09.046243Z,33.71780837133848
5038,bold-lobster-ruddy-l,2026-07-06T13:53:48.046243Z,2026-07-06T12:53:48.046243Z,2026-07-06T13:53:48.046243Z,2026-07-06T13:54:14.046243Z,33.01296232397243
330,meaty-kangaroo-liber,2025-12-22T09:53:48.046243Z,2025-12-22T08:53:48.046243Z,2025-12-22T09:53:48.046243Z,2025-12-22T09:54:58.046243Z,2.4940021649001887
2657,positive-leopard-exc,2026-03-29T08:53:48.046243Z,2026-03-29T07:53:48.046243Z,2026-03-29T08:53:48.046243Z,2026-03-29T08:57:02.046243Z,15.641581595406262
7420,righteous-chicken-de,2026-10-13T19:53:48.046243Z,2026-10-13T18:53:48.046243Z,2026-10-13T19:53:48.046243Z,2026-10-13T19:57:36.046243Z,67.1577403980414
5464,golden-hamster-fresh,2026-07-24T07:53:48.046243Z,2026-07-24T06:53:48.046243Z,2026-07-24T07:53:48.046243Z,2026-07-24T07:56:44.046243Z,77.77831096314362
4884,naughty-hog-lovely-d,2026-06-30T03:53:48.046243Z,2026-06-30T02:53:48.046243Z,2026-06-30T03:53:48.046243Z,2026-06-30T03:55:36.046243Z,59.201503895690045
2332,gay-jacamar-rebel-cr,2026-03-15T19:53:48.046243Z,2026-03-15T18:53:48.046243Z,2026-03-15T19:53:48.046243Z,2026-03-15T19:57:08.046243Z,3.8553886822878747
5879,truthful-newt-tirele,2026-08-10T14:53:48.046243Z,2026-08-10T13:53:48.046243Z,2026-08-10T14:53:48.046243Z,2026-08-10T14:58:27.046243Z,76.59408633041382
2997,horned-rooster-aspir,2026-04-12T12:53:48.046243Z,2026-04-12T11:53:48.046243Z,2026-04-12T12:53:48.046243Z,2026-04-12T12:57:40.046243Z,78.10149380922547
7520,impossible-spider-ru,2026-10-17T23:53:48.046243Z,2026-10-17T22:53:48.046243Z,2026-10-17T23:53:48.046243Z,2026-10-17T23:55:48.046243Z,7.930682300303649
7342,sassy-gorilla-fragra,2026-10-10T13:53:48.046243Z,2026-10-10T12:53:48.046243Z,2026-10-10T13:53:48.046243Z,2026-10-10T13:54:57.046243Z,30.254501303819392
6078,magic-sunfish-miniat,2026-08-18T21:53:48.046243Z,2026-08-18T20:53:48.046243Z,2026-08-18T21:53:48.046243Z,2026-08-18T21:56:25.046243Z,96.33424875883705
6524,poetic-scallop-jumpi,2026-09-06T11:53:48.046243Z,2026-09-06T10:53:48.046243Z,2026-09-06T11:53:48.046243Z,2026-09-06T11:54:57.046243Z,34.202396305887106
7756,astute-wrasse-tacky,2026-10-27T19:53:48.046243Z,2026-10-27T18:53:48.046243Z,2026-10-27T19:53:48.046243Z,2026-10-27T19:58:43.046243Z,70.14063964837108
2622,flashy-macaw-ultravi,2026-03-27T21:53:48.046243Z,2026-03-27T20:53:48.046243Z,2026-03-27T21:53:48.046243Z,2026-03-27T21:54:11.046243Z,51.31112443383348
8627,watchful-auk-brave-o,2026-12-03T02:53:48.046243Z,2026-12-03T01:53:48.046243Z,2026-12-03T02:53:48.046243Z,2026-12-03T02:58:05.046243Z,46.792842608061626
3052,blue-pudu-fabulous-g,2026-04-14T19:53:48.046243Z,2026-04-14T18:53:48.046243Z,2026-04-14T19:53:48.046243Z,2026-04-14T19:54:50.046243Z,40.75203909321653
4109,debonair-horse-passi,2026-05-28T20:53:48.046243Z,2026-05-28T19:53:48.046243Z,2026-05-28T20:53:48.046243Z,2026-05-28T20:55:25.046243Z,61.266260135118145
6996,bouncy-snake-purring,2026-09-26T03:53:48.046243Z,2026-09-26T02:53:48.046243Z,2026-09-26T03:53:48.046243Z,2026-09-26T03:54:41.046243Z,18.416604524778425
3133,carmine-capybara-loy,2026-04-18T04:53:48.046243Z,2026-04-18T03:53:48.046243Z,2026-04-18T04:53:48.046243Z,2026-04-18T04:58:11.046243Z,22.71480559018102
6560,shrewd-rabbit-pygmy,2026-09-07T23:53:48.046243Z,2026-09-07T22:53:48.046243Z,2026-09-07T23:53:48.046243Z,2026-09-07T23:55:47.046243Z,36.810459997936874
221,invaluable-binturong,2025-12-17T20:53:48.046243Z,2025-12-17T19:53:48.046243Z,2025-12-17T20:53:48.046243Z,2025-12-17T20:56:25.046243Z,33.185219263745225
2416,spiffy-chupacabra-su,2026-03-19T07:53:48.046243Z,2026-03-19T06:53:48.046243Z,2026-03-19T07:53:48.046243Z,2026-03-19T07:56:47.046243Z,77.57096150823493
5254,quirky-newt-unique-k,2026-07-15T13:53:48.046243Z,2026-07-15T12:53:48.046243Z,2026-07-15T13:53:48.046243Z,2026-07-15T13:56:00.046243Z,23.8954628332534
4260,warping-quoll-dilige,2026-06-04T03:53:48.046243Z,2026-06-04T02:53:48.046243Z,2026-06-04T03:53:48.046243Z,2026-06-04T03:58:40.046243Z,96.52520958082239
7971,cerise-yak-unyieldin,2026-11-05T18:53:48.046243Z,2026-11-05T17:53:48.046243Z,2026-11-05T18:53:48.046243Z,2026-11-05T18:57:04.046243Z,17.728358786205245
7132,competent-dove-impor,2026-10-01T19:53:48.046243Z,2026-10-01T18:53:48.046243Z,2026-10-01T19:53:48.046243Z,2026-10-01T19:54:52.046243Z,16.716311740894707
3960,thick-firefly-active,2026-05-22T15:53:48.046243Z,2026-05-22T14:53:48.046243Z,2026-05-22T15:53:48.046243Z,2026-05-22T15:58:17.046243Z,94.48284312905628
1891,imposing-gibbon-rugg,2026-02-25T10:53:48.046243Z,2026-02-25T09:53:48.046243Z,2026-02-25T10:53:48.046243Z,2026-02-25T10:56:25.046243Z,77.95349017625533
4083,transparent-robin-su,2026-05-27T18:53:48.046243Z,2026-05-27T17:53:48.046243Z,2026-05-27T18:53:48.046243Z,2026-05-27T18:56:33.046243Z,42.2142937258696
8524,great-skylark-petite,2026-11-28T19:53:48.046243Z,2026-11-28T18:53:48.046243Z,2026-11-28T19:53:48.046243Z,2026-11-28T19:57:31.046243Z,44.39986542786269
6392,orange-ostrich-convi,2026-08-31T23:53:48.046243Z,2026-08-31T22:53:48.046243Z,2026-08-31T23:53:48.046243Z,2026-08-31T23:55:13.046243Z,85.23929311700694
8253,loose-carp-cyan-beav,2026-11-17T12:53:48.046243Z,2026-11-17T11:53:48.046243Z,2026-11-17T12:53:48.046243Z,2026-11-17T12:55:20.046243Z,34.03554487062156
5337,thick-moose-importan,2026-07-19T00:53:48.046243Z,2026-07-18T23:53:48.046243Z,2026-07-19T00:53:48.046243Z,2026-07-19T00:58:34.046243Z,32.987593734588486
2169,honored-civet-peach,2026-03-09T00:53:48.046243Z,2026-03-08T23:53:48.046243Z,2026-03-09T00:53:48.046243Z,2026-03-09T00:57:21.046243Z,90.80565922348337
1580,knowing-emu-rough-gr,2026-02-12T11:53:48.046243Z,2026-02-12T10:53:48.046243Z,2026-02-12T11:53:48.046243Z,2026-02-12T11:54:21.046243Z,20.263037381868386
5091,adept-gerbil-tireles,2026-07-08T18:53:48.046243Z,2026-07-08T17:53:48.046243Z,2026-07-08T18:53:48.046243Z,2026-07-08T18:55:17.046243Z,90.60767192120208
3570,curious-jackrabbit-v,2026-05-06T09:53:48.046243Z,2026-05-06T08:53:48.046243Z,2026-05-06T09:53:48.046243Z,2026-05-06T09:58:01.046243Z,9.914463865161405
5816,hidden-labradoodle-p,2026-08-07T23:53:48.046243Z,2026-08-07T22:53:48.046243Z,2026-08-07T23:53:48.046243Z,2026-08-07T23:55:41.046243Z,33.63683478766234
8107,ruddy-coyote-perky-b,2026-11-11T10:53:48.046243Z,2026-11-11T09:53:48.046243Z,2026-11-11T10:53:48.046243Z,2026-11-11T10:57:54.046243Z,0.6586650169613573
7981,glittering-koel-vora,2026-11-06T04:53:48.046243Z,2026-11-06T03:53:48.046243Z,2026-11-06T04:53:48.046243Z,2026-11-06T04:57:10.046243Z,95.23180736624484
8495,enthusiastic-shrew-i,2026-11-27T14:53:48.046243Z,2026-11-27T13:53:48.046243Z,2026-11-27T14:53:48.046243Z,2026-11-27T14:57:37.046243Z,63.54992660048363
6382,mustard-tarsier-acce,2026-08-31T13:53:48.046243Z,2026-08-31T12:53:48.046243Z,2026-08-31T13:53:48.046243Z,2026-08-31T13:54:35.046243Z,67.19406362098282
5317,cryptic-frog-secret,2026-07-18T04:53:48.046243Z,2026-07-18T03:53:48.046243Z,2026-07-18T04:53:48.046243Z,2026-07-18T04:55:09.046243Z,68.93265679361929
7270,curious-muskox-posit,2026-10-07T13:53:48.046243Z,2026-10-07T12:53:48.046243Z,2026-10-07T13:53:48.046243Z,2026-10-07T13:54:14.046243Z,92.29831755615727
112,tricky-rabbit-mauve,2025-12-13T07:53:48.046243Z,2025-12-13T06:53:48.046243Z,2025-12-13T07:53:48.046243Z,2025-12-13T07:56:05.046243Z,51.85536415001817
7749,charming-mole-gorgeo,2026-10-27T12:53:48.046243Z,2026-10-27T11:53:48.046243Z,2026-10-27T12:53:48.046243Z,2026-10-27T12:56:46.046243Z,42.88377802871073
1679,rough-goose-burrowin,2026-02-16T14:53:48.046243Z,2026-02-16T13:53:48.046243Z,2026-02-16T14:53:48.046243Z,2026-02-16T14:56:33.046243Z,72.79532079709415
6948,original-bobcat-kick,2026-09-24T03:53:48.046243Z,2026-09-24T02:53:48.046243Z,2026-09-24T03:53:48.046243Z,2026-09-24T03:54:47.046243Z,16.034120926916117
5300,eager-scorpion-sage,2026-07-17T11:53:48.046243Z,2026-07-17T10:53:48.046243Z,2026-07-17T11:53:48.046243Z,2026-07-17T11:54:59.046243Z,77.13961313102679
4388,cerise-penguin-coppe,2026-06-09T11:53:48.046243Z,2026-06-09T10:53:48.046243Z,2026-06-09T11:53:48.046243Z,2026-06-09T11:54:36.046243Z,18.159017238961738
5609,true-collie-uppish-t,2026-07-30T08:53:48.046243Z,2026-07-30T07:53:48.046243Z,2026-07-30T08:53:48.046243Z,2026-07-30T08:57:28.046243Z,80.00406598144023
8086,venomous-polecat-amu,2026-11-10T13:53:48.046243Z,2026-11-10T12:53:48.046243Z,2026-11-10T13:53:48.046243Z,2026-11-10T13:54:43.046243Z,72.32491410157982
6218,faithful-seagull-rou,2026-08-24T17:53:48.046243Z,2026-08-24T16:53:48.046243Z,2026-08-24T17:53:48.046243Z,2026-08-24T17:55:46.046243Z,73.22243941643569
6112,amethyst-rooster-bra,2026-08-20T07:53:48.046243Z,2026-08-20T06:53:48.046243Z,2026-08-20T07:53:48.046243Z,2026-08-20T07:55:42.046243Z,64.80753961971301
846,cautious-sloth-heavy,2026-01-12T21:53:48.046243Z,2026-01-12T20:53:48.046243Z,2026-01-12T21:53:48.046243Z,2026-01-12T21:56:56.046243Z,90.47477245337903
204,spotted-stoat-judici,2025-12-17T03:53:48.046243Z,2025-12-17T02:53:48.046243Z,2025-12-17T03:53:48.046243Z,2025-12-17T03:57:05.046243Z,41.19612174171573
6011,lively-junglefowl-pe,2026-08-16T02:53:48.046243Z,2026-08-16T01:53:48.046243Z,2026-08-16T02:53:48.046243Z,2026-08-16T02:54:10.046243Z,38.99252209833406
4454,spicy-agouti-unselfi,2026-06-12T05:53:48.046243Z,2026-06-12T04:53:48.046243Z,2026-06-12T05:53:48.046243Z,2026-06-12T05:55:43.046243Z,76.84268135924061
4070,awesome-hound-platin,2026-05-27T05:53:48.046243Z,2026-05-27T04:53:48.046243Z,2026-05-27T05:53:48.046243Z,2026-05-27T05:58:43.046243Z,43.89000339198802
3704,tireless-crab-enthus,2026-05-11T23:53:48.046243Z,2026-05-11T22:53:48.046243Z,2026-05-11T23:53:48.046243Z,2026-05-11T23:55:24.046243Z,27.705257302094545
871,purple-ostrich-ambit,2026-01-13T22:53:48.046243Z,2026-01-13T21:53:48.046243Z,2026-01-13T22:53:48.046243Z,2026-01-13T22:53:53.046243Z,56.40224117512326
7776,dashing-stingray-dev,2026-10-28T15:53:48.046243Z,2026-10-28T14:53:48.046243Z,2026-10-28T15:53:48.046243Z,2026-10-28T15:54:24.046243Z,45.493317242908006
5685,polite-myna-eccentri,2026-08-02T12:53:48.046243Z,2026-08-02T11:53:48.046243Z,2026-08-02T12:53:48.046243Z,2026-08-02T12:54:08.046243Z,41.39159404711974
2882,dramatic-galago-impr,2026-04-07T17:53:48.046243Z,2026-04-07T16:53:48.046243Z,2026-04-07T17:53:48.046243Z,2026-04-07T17:54:57.046243Z,93.54852650523891
3952,fluffy-sawfly-garrul,2026-05-22T07:53:48.046243Z,2026-05-22T06:53:48.046243Z,2026-05-22T07:53:48.046243Z,2026-05-22T07:56:44.046243Z,81.6520764141424
2500,victorious-yak-auspi,2026-03-22T19:53:48.046243Z,2026-03-22T18:53:48.046243Z,2026-03-22T19:53:48.046243Z,2026-03-22T19:54:50.046243Z,91.34617215548056
6001,portable-quoll-woode,2026-08-15T16:53:48.046243Z,2026-08-15T15:53:48.046243Z,2026-08-15T16:53:48.046243Z,2026-08-15T16:58:29.046243Z,69.31577026246887
7135,elite-rhino-classy-l,2026-10-01T22:53:48.046243Z,2026-10-01T21:53:48.046243Z,2026-10-01T22:53:48.046243Z,2026-10-01T22:57:48.046243Z,98.56825140774147
3486,rustling-firefly-pro,2026-05-02T21:53:48.046243Z,2026-05-02T20:53:48.046243Z,2026-05-02T21:53:48.046243Z,2026-05-02T21:56:05.046243Z,50.73599127575935
7037,denim-parakeet-pract,2026-09-27T20:53:48.046243Z,2026-09-27T19:53:48.046243Z,2026-09-27T20:53:48.046243Z,2026-09-27T20:54:17.046243Z,32.95735235291637
8221,strong-teal-gregario,2026-11-16T04:53:48.046243Z,2026-11-16T03:53:48.046243Z,2026-11-16T04:53:48.046243Z,2026-11-16T04:55:58.046243Z,40.504048772458354
1748,sage-zebu-urban-pogo,2026-02-19T11:53:48.046243Z,2026-02-19T10:53:48.046243Z,2026-02-19T11:53:48.046243Z,2026-02-19T11:56:44.046243Z,62.03457690126372
